name,site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
NE/171,"New Otley Road, Barkerend",yes,,2018-11-01,,0.13,7,5,Cleared site which is part of social housing providers ongoing programme,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JEL6V0DH8O000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LOOF1UDH0GF00&activeTab=summary,not permissioned,,POINT(-1.744112 53.797519),NE/171,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416918.4849,433470.3,416976.42,433535.7516,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NE-171
NE/172,Sycamore Close/Otley Road,yes,,2018-11-01,,0.48,21,18,Cleared site which is part of social housing providers ongoing programme,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7506725FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PB8R8VDHGCK00&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.741952 53.800781),NE/172,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417052.5253,433822.8017,417144.9843,433890.0,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NE-172
NE/173,"Site of Wainfleet House, Ruston Road",yes,,2018-11-01,,0.16,8,7,Cleared site which is part of social housing providers ongoing programme,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7700819FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9602581REG&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,POINT(-1.712322 53.798881),NE/173,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419019.799,433626.2,419073.094,433690.047,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NE-173
NW/001,"Snowden Street/Trafalgar Street, Manningham",yes,,2018-11-01,,0.49,0,0,Site with outline permission for mixed use to include 229 apartments,local-authority-eng:BRD,not owned by a public authority,2017-07-01,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0100839LBC&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8404809FUL&activeTab=summary|https://planning.bradford.gov.uk,permissioned,outline planning permission,POINT(-1.756822 53.799304),NW/001,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416055.3,433650.4262,416158.6,433738.4,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NW-001
NW/002,"Drummond Trading Estate, Lumb Lane, Manningham",yes,,2018-11-01,,3.03,114,93,"The owner intends bringing this site forward following its clearance after a major fire. The site is suitable for residential development, employment and community use.",local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0001388REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8205351LBC&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,POINT(-1.764745 53.800833),NW/002,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415470.0,433754.0,415698.2,433971.6,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NW-002
NW/007,Springbank Place,,,2018-11-01,,0.57,20,15,The site has residential potential for redevelopment subject to conservation area consent,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JQ5OJ1DH8O000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JQQ494DH06L00&activeTab=summary|https://planning.bradford.,not permissioned,,POINT(-1.762648 53.807025),NW/007,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415667.9,434501.0,415789.35,434601.75,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NW-007
NW/010,"Mansfield Road, Mansfield",,,2018-11-01,,0.21,20,11,Derelict and tipped land with vacant building. Permission for conversion and new build to form 20 units has now expired. There have been no further applications,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NY40L2DH0GF00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7604896OUT&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.768426 53.80853),NW/010,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415321.9,434687.4,415375.2,434745.9807,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NW-010
NW/012B,"St Marys Road, Manningham",,,2018-11-01,,0.22,11,9,There have been various applications for development but none successful. The site is considered to be is suitable for residential use and can accommodate at least 9 units,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8307037COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JN9RJUDH0D700&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.772085 53.808505),NW/012B,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415086.9,434681.15,415127.5768,434753.21,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NW-012B
NW/013A,"Priestman Street, Manningham",,,2018-11-01,,0.89,80,41,"Large derelict mill and single storey industrial buildings only in partial use. Demolition notification submitted to clear the fire damaged buildings in 2017. The site could be redeveloped for residential redevelopment, although owner intentions are not",local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HKY4UYDHT3000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=M9X9IADH0B300&activeTab=summary|https://planning.bradford.,not permissioned,,POINT(-1.771728 53.803354),NW/013A,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415078.6,434053.6,415183.75,434223.0,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NW-013A
NW/013B,"Newport Road, Manningham",yes,,2018-11-01,,0.09,0,0,Site with planning permission for 9 units,local-authority-eng:BRD,not owned by a public authority,2016-05-25,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9403636COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=N61B11DH00F00&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.771218 53.802904),NW/013B,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415138.6293,434071.54,415192.0,434111.0,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NW-013B
NW/036,"Whitburn Way, Allerton",yes,,2018-11-01,,0.42,0,0,Site with full permission for family homes,local-authority-eng:BRD,not owned by a public authority,2018-01-03,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K0V0ELDHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IQ1UUMDHV6000&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,POINT(-1.820364 53.801791),NW/036,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=411888.55,433929.0,411970.35,433987.789,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NW-036
NW/038,"Allerton Lane, Allerton",yes,,2018-11-01,,0.65,0,0,Site with permission for 9 units,local-authority-eng:BRD,not owned by a public authority,2017-06-08,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J28V8JDHX2000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7600948FUL&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.829414 53.802473),NW/038,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=411308.15,433998.7,411365.31,434067.2,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NW-038
NW/040,"Merrivale Road, Allerton",yes,,2018-11-01,,1.34,60,49,"Slightly sloping land, grassed over but formerly the site of the Merrivale Arms public house. The owner intends bringing the site forward for development",local-authority-eng:BRD,owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0002089COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9101029FUL&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,POINT(-1.829764 53.79918),NW/040,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=411242.59,433582.1563,411379.8985,433770.009,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NW-040
NW/045,"Reservoir House, Heights Lane, Daisy Hill",,,2018-11-01,,0.87,39,32,The owners present intentions are unknown.,local-authority-eng:BRD,owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KW6E8PDHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=M3R0W7DH0B300&activeTab=summary|https://planning.bradford.,not permissioned,,POINT(-1.805154 53.811025),NW/045,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=412840.7,434938.7,413014.1,435037.98,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NW-045
NW/058,"Land at buildings at Kenilworth House, Saffron Drive, Allerton",yes,,2018-11-01,,0.79,0,0,Site has had permisison for partial demolition and residential new build which has expired. There is recent developer interest in the site,local-authority-eng:BRD,owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0104116FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0103639REG&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,POINT(-1.820835 53.800526),NW/058,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=411843.6504,433770.5,411980.491,433866.8347,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NW-058
NW/060,"Bell Dean Road, Allerton",yes,,2018-11-01,,0.25,0,0,Site with outline permission for 9 houses,local-authority-eng:BRD,not owned by a public authority,2015-09-18,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0002089COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JUONSQDHFH000&activeTab=summary|https://planning.bradford.gov,permissioned,outline planning permission,POINT(-1.823954 53.799677),NW/060,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=411660.4611,433695.35,411742.35,433749.0817,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NW-060
NW/066,"Alton Grove, Frizinghall",yes,,2018-11-01,,0.26,0,0,Site with detailed planning permission for 4 houses. Details submitted,local-authority-eng:BRD,not owned by a public authority,2016-10-06,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JYCAERDH0B600&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=O322Q9DH0CS00&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,POINT(-1.777164 53.824401),NW/066,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414730.27,436444.4,414802.53,436518.95,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NW-066
NW/067,"Saffron Drive, Allerton",yes,,2018-11-01,,0.27,0,0,Site with full planning permission for 6 houses,local-authority-eng:BRD,owned by a public authority,2017-06-28,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9702339REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JX7EE8DH09100&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.828145 53.80319),NW/067,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=411353.3886,434072.12,411465.5283,434142.9,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NW-067
NW/073,"Church Street, Manningham",,,2018-11-01,,0.23,12,9,Cleared site. There are no recent planning applications but the site is suitable for residential development,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7704190FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NQPDT6DH0GF00&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.769974 53.806964),NW/073,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415193.7,434521.75,415289.8,434571.4392,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NW-073
NW/074,"Hill Top Lane, Allerton",,,2018-11-01,,0.26,8,6,Site with residential development potential,local-authority-eng:BRD,owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LBPUPWDH0GF00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=L7AI17DH02T00&activeTab=summary|https://planning.bradford.,not permissioned,,POINT(-1.828331 53.804041),NW/074,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=411355.7,434182.95,411434.66,434235.0846,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NW-074
NW/076,"Fairmount, North Park Road, Heaton",yes,,2018-11-01,,0.32,16,13,The council and community are seeking to liaise with the owner to bring this site forward for redevelopment. The site is suitable for residential conversion,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8507620COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8603771VAR&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,POINT(-1.771476 53.810575),NW/076,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415105.5,434910.1,415196.8,434973.1,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NW-076
NW/088,"74 Frizinghall Road, Manningham",yes,,2018-11-01,,0.17,0,0,Site with detailed permission for 4 semi detached and 2 bungalows,local-authority-eng:BRD,not owned by a public authority,2017-03-15,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9006097FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=P7A77TDHLQF00&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.771034 53.819007),NW/088,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415147.85,435845.2,415192.05,435915.8,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NW-088
NW/111,"7-9 Oak Avenue, Manningham",yes,,2018-11-01,,0.17,0,0,Site with permission approved October 2016 for partial demolition of building which accomodated 18 flats and new build of 6 houses and 6 apartments,local-authority-eng:BRD,not owned by a public authority,2016-10-21,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JMI7W1DH06L00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LIV1N3DH06L00&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,POINT(-1.763905 53.810758),NW/111,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415615.8,434941.1963,415672.25,434993.8,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NW-111
NW/112,"Squire Lane, Girlington",yes,,2018-11-01,,1.81,82,67,Cleared and unused land. The owners had intended using the land for parking but it is suitable for housing,local-authority-eng:BRD,owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8707958FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8805835COU&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,POINT(-1.794392 53.804535),NW/112,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413565.4668,434180.8524,413718.1499,434353.7868,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/NW-112
NW/113,Nesfield House 2 Nesfield Street Bradford,yes,,2018-11-01,,0.01,0,0,Site with conversion permission of 1st and 2nd floors,local-authority-eng:BRD,not owned by a public authority,2017-08-18,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LEFSXODHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OUPZGXDH0IM00&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,POINT(-1.75925 53.800751),NW/113,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415946.392,433847.5,415962.0021,433861.4824,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NW-113
NW/114,Lily Street,yes,,2018-11-01,,0.06,0,0,Site with conversion permission,local-authority-eng:BRD,not owned by a public authority,2017-11-11,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ICQISEDHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OQ1S30DH0DK00&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,POINT(-1.773387 53.80676),NW/114,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415008.15,434506.6296,415037.2,434531.9,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NW-114
NW/115,"Chellowfield Court, Daisy Hill",yes,,2018-11-01,,0.06,0,0,Site with permission for new apartment block,local-authority-eng:BRD,not owned by a public authority,2017-09-06,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PFRENIDHIUE00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OSD8JEDHL5100&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,POINT(-1.814666 53.815307),NW/115,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=412284.15,435447.8,412317.27,435476.02,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NW-115
NW/116,"Rutland House, Manningham Lane",yes,,2018-11-01,,0.19,0,0,Site with prior notification approval for change of use,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8500506FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9901198FUL&activeTab=summary|https://planning.bradford.gov.uk,permissioned,other,POINT(-1.760051 53.802088),NW/116,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415859.5204,433978.9,415947.6,434026.8,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NW-116
NW/117,"9 Eldon Place, Manningham",yes,,2018-11-01,,0.02,0,0,Site with conversion permission,local-authority-eng:BRD,not owned by a public authority,2017-05-01,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LAUKFNDH0DX00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7703024FUL&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.75992 53.799739),NW/117,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415898.7276,433726.2,415922.24,433757.2,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NW-117
NW/118,"Green Lane/Lumb Lane, Manningham",yes,,2018-11-01,,0.34,0,0,Site with permission for redevelopment,local-authority-eng:BRD,not owned by a public authority,2017-02-20,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7402181COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9007500REG&activeTab=summary|https://planning.bradford.gov.uk,permissioned,full planning permission,POINT(-1.765569 53.802995),NW/118,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415493.515,434069.6,415576.4,434134.3,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NW-118
NW/119,"Eldon Lodge, Eldon Place, Manningham",yes,,2018-11-01,,0.1,0,0,Building with permission to convert from office to 17 apartments,local-authority-eng:BRD,not owned by a public authority,2017-07-06,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0102061FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=N5TEVQDH02F00&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.760488 53.799501),NW/119,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415852.9,433691.05,415892.75,433738.35,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NW-119
NW/122,Thorn Lane/Bingley Road,yes,,2018-11-01,,3.27,0,0,Application pending for conversion and new build apartments.,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ICFA8GDHL6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K54LPADH0GQ00&activeTab=summary|https://planning.bradford.,pending decision,,POINT(-1.807726 53.820831),NW/122,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=412617.5606,435970.95,412879.42,436193.3866,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NW-122
NW/123,Former Manningham Middle School,,,2018-11-01,,0.87,77,40,Buildings in conservation order suitable for conversion to numerous uses including residential,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0203717FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7602097OUT&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,POINT(-1.763132 53.803252),NW/123,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415591.6,434077.7035,415784.708,434187.95,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NW-123
NW/126,"Site of Anvil Court, Church Street, Manningham",yes,,2018-11-01,,0.51,23,19,Site of former apartments,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0001367REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OMQZ3RDH0CY00&activeTab=summary,not permissioned,,POINT(-1.774263 53.805639),NW/126,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414926.95,434346.55,415007.35,434443.3,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/NW-126
QB/002,Albert Road,,,2018-11-01,,0.97,44,36,Site had permission for 47 dwellings but this has expired.,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I13VOJDHW3000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9001161FUL&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.852225 53.771926),QB/002,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=409769.17,430575.72,409911.75,430698.49,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/QB-002
QB/019,"Charles Street, Derby Street, Queensbury",,,2018-11-01,,0.19,9,8,Permission has expired but the site remains undeveloped and is suiatable for residential development,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KCC7RGDHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K4RRUMDH06V00&activeTab=summary|https://planning.bradford.,not permissioned,,POINT(-1.852603 53.766669),QB/019,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=409784.75,430018.55,409846.0,430075.25,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/QB-019
QB/031,"Former reservoir, Mountain",yes,,2018-11-01,,0.47,0,0,Former reservoir . The site has permission for 5 units,local-authority-eng:BRD,not owned by a public authority,2016-07-21,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PAD8E8DHFT000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MVL8ZYDH0B200&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,POINT(-1.860226 53.772387),QB/031,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=409271.55,430643.109,409352.711,430723.55,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/QB-031
SE/001,Highbridge Terrace West Bowling,,,2018-11-01,,1.32,48,36,Former RUDP site. Permission for 45 units was refused in 2014 against officer recommendation there have been no further submissions. The site will be suitable for development retaining some open space,local-authority-eng:BRD,owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LGCI0YDH08U00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MG3IF8DH02C00&activeTab=summary|https://planning.bradford.,not permissioned,,POINT(-1.746436 53.770363),SE/001,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416759.213,430404.6,416891.4592,430562.1981,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SE-001
SE/005,"Cleckheaton Road, Wyke",yes,,2018-11-01,,0.51,18,14,Vacant land and building suitable for residential use. The shape of the site will limit how the site can be developed,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0002143FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0203945REG&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,POINT(-1.75016 53.750753),SE/005,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416489.4375,428231.5918,416664.787,428346.5953,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SE-005
SE/023A,"Parry Lane, East Bowling",yes,,2018-11-01,,0.25,0,0,Site with planning permission for 14 houses,local-authority-eng:BRD,not owned by a public authority,2016-01-19,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KCBPR6DH06V00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KP117SDHFH000&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,POINT(-1.721886 53.783916),SE/023A,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418368.2982,431953.4513,418462.7938,432014.75,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SE-023A
