site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Church Street, Manningham",,,2018-11-01,,0.23,12,9,Cleared site. There are no recent planning applications but the site is suitable for residential development,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7704190FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NQPDT6DH0GF00&activeTab=summary|https://planning.bradford.gov,not permissioned,,NW/073,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415193.7,434521.75,415289.8,434571.4392,27700",2017-11-01
"Hill Top Lane, Allerton",,,2018-11-01,,0.26,8,6,Site with residential development potential,local-authority-eng:BRD,owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LBPUPWDH0GF00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=L7AI17DH02T00&activeTab=summary|https://planning.bradford.,not permissioned,,NW/074,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=411355.7,434182.95,411434.66,434235.0846,27700",2018-11-01
"Fairmount, North Park Road, Heaton",yes,,2018-11-01,,0.32,16,13,The council and community are seeking to liaise with the owner to bring this site forward for redevelopment. The site is suitable for residential conversion,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8507620COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8603771VAR&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,NW/076,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415105.5,434910.1,415196.8,434973.1,27700",2017-11-01
"74 Frizinghall Road, Manningham",yes,,2018-11-01,,0.17,0,0,Site with detailed permission for 4 semi detached and 2 bungalows,local-authority-eng:BRD,not owned by a public authority,2017-03-15,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9006097FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=P7A77TDHLQF00&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,NW/088,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415147.85,435845.2,415192.05,435915.8,27700",2017-11-01
"7-9 Oak Avenue, Manningham",yes,,2018-11-01,,0.17,0,0,Site with permission approved October 2016 for partial demolition of building which accomodated 18 flats and new build of 6 houses and 6 apartments,local-authority-eng:BRD,not owned by a public authority,2016-10-21,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JMI7W1DH06L00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LIV1N3DH06L00&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,NW/111,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415615.8,434941.1963,415672.25,434993.8,27700",2017-11-01
"Squire Lane, Girlington",yes,,2018-11-01,,1.81,82,67,Cleared and unused land. The owners had intended using the land for parking but it is suitable for housing,local-authority-eng:BRD,owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8707958FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8805835COU&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,NW/112,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413565.4668,434180.8524,413718.1499,434353.7868,27700",2017-11-01
Nesfield House 2 Nesfield Street Bradford,yes,,2018-11-01,,0.01,0,0,Site with conversion permission of 1st and 2nd floors,local-authority-eng:BRD,not owned by a public authority,2017-08-18,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LEFSXODHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OUPZGXDH0IM00&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,NW/113,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415946.392,433847.5,415962.0021,433861.4824,27700",2018-11-01
Lily Street,yes,,2018-11-01,,0.06,0,0,Site with conversion permission,local-authority-eng:BRD,not owned by a public authority,2017-11-11,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ICQISEDHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OQ1S30DH0DK00&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,NW/114,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415008.15,434506.6296,415037.2,434531.9,27700",2018-11-01
"Chellowfield Court, Daisy Hill",yes,,2018-11-01,,0.06,0,0,Site with permission for new apartment block,local-authority-eng:BRD,not owned by a public authority,2017-09-06,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PFRENIDHIUE00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OSD8JEDHL5100&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,NW/115,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=412284.15,435447.8,412317.27,435476.02,27700",2018-11-01
"Rutland House, Manningham Lane",yes,,2018-11-01,,0.19,0,0,Site with prior notification approval for change of use,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8500506FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9901198FUL&activeTab=summary|https://planning.bradford.gov.uk,permissioned,other,NW/116,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415859.5204,433978.9,415947.6,434026.8,27700",2018-11-01
"9 Eldon Place, Manningham",yes,,2018-11-01,,0.02,0,0,Site with conversion permission,local-authority-eng:BRD,not owned by a public authority,2017-05-01,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LAUKFNDH0DX00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7703024FUL&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,NW/117,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415898.7276,433726.2,415922.24,433757.2,27700",2018-11-01
"Green Lane/Lumb Lane, Manningham",yes,,2018-11-01,,0.34,0,0,Site with permission for redevelopment,local-authority-eng:BRD,not owned by a public authority,2017-02-20,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7402181COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9007500REG&activeTab=summary|https://planning.bradford.gov.uk,permissioned,full planning permission,NW/118,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415493.515,434069.6,415576.4,434134.3,27700",2018-11-01
"Eldon Lodge, Eldon Place, Manningham",yes,,2018-11-01,,0.1,0,0,Building with permission to convert from office to 17 apartments,local-authority-eng:BRD,not owned by a public authority,2017-07-06,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0102061FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=N5TEVQDH02F00&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,NW/119,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415852.9,433691.05,415892.75,433738.35,27700",2018-11-01
Thorn Lane/Bingley Road,yes,,2018-11-01,,3.27,0,0,Application pending for conversion and new build apartments.,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ICFA8GDHL6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K54LPADH0GQ00&activeTab=summary|https://planning.bradford.,pending decision,,NW/122,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=412617.5606,435970.95,412879.42,436193.3866,27700",2018-11-01
Former Manningham Middle School,,,2018-11-01,,0.87,77,40,Buildings in conservation order suitable for conversion to numerous uses including residential,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0203717FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7602097OUT&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,NW/123,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415591.6,434077.7035,415784.708,434187.95,27700",2018-11-01
"Site of Anvil Court, Church Street, Manningham",yes,,2018-11-01,,0.51,23,19,Site of former apartments,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0001367REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OMQZ3RDH0CY00&activeTab=summary,not permissioned,,NW/126,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414926.95,434346.55,415007.35,434443.3,27700",2018-11-01
Albert Road,,,2018-11-01,,0.97,44,36,Site had permission for 47 dwellings but this has expired.,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I13VOJDHW3000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9001161FUL&activeTab=summary|https://planning.bradford.gov,not permissioned,,QB/002,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=409769.17,430575.72,409911.75,430698.49,27700",2018-11-01
"Charles Street, Derby Street, Queensbury",,,2018-11-01,,0.19,9,8,Permission has expired but the site remains undeveloped and is suiatable for residential development,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KCC7RGDHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K4RRUMDH06V00&activeTab=summary|https://planning.bradford.,not permissioned,,QB/019,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=409784.75,430018.55,409846.0,430075.25,27700",2017-11-01
"Former reservoir, Mountain",yes,,2018-11-01,,0.47,0,0,Former reservoir . The site has permission for 5 units,local-authority-eng:BRD,not owned by a public authority,2016-07-21,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PAD8E8DHFT000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MVL8ZYDH0B200&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,QB/031,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=409271.55,430643.109,409352.711,430723.55,27700",2017-11-01
Highbridge Terrace West Bowling,,,2018-11-01,,1.32,48,36,Former RUDP site. Permission for 45 units was refused in 2014 against officer recommendation there have been no further submissions. The site will be suitable for development retaining some open space,local-authority-eng:BRD,owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LGCI0YDH08U00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MG3IF8DH02C00&activeTab=summary|https://planning.bradford.,not permissioned,,SE/001,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416759.213,430404.6,416891.4592,430562.1981,27700",2017-11-01
"Cleckheaton Road, Wyke",yes,,2018-11-01,,0.51,18,14,Vacant land and building suitable for residential use. The shape of the site will limit how the site can be developed,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0002143FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0203945REG&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,SE/005,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416489.4375,428231.5918,416664.787,428346.5953,27700",2017-11-01
"Parry Lane, East Bowling",yes,,2018-11-01,,0.25,0,0,Site with planning permission for 14 houses,local-authority-eng:BRD,not owned by a public authority,2016-01-19,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KCBPR6DH06V00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KP117SDHFH000&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,SE/023A,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418368.2982,431953.4513,418462.7938,432014.75,27700",2017-11-01
"Laisterdyke Lane, Laisterdyke",,,2018-11-01,,1.99,90,73,"Cleared, enclosed and tipped land where a number of planning enquiries relating to bringing the site forward have been made. An application is expected in the near future",local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IBWSV1DHK7000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7500620FUL&activeTab=summary|https://planning.bradford.gov,not permissioned,,SE/026,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418644.4,432843.1,418839.15,433009.35,27700",2017-11-01
"Landscove Avenue, Holmewood",,,2018-11-01,,0.62,28,23,Cleared site. The site is available for redevelopment,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IJVAYODHM9000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9302015REG&activeTab=summary,not permissioned,,SE/030,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419754.83,430634.6,419864.2,430744.8,27700",2017-11-01
"Land at Muirhead Fold, Holmewood",,,2018-11-01,,0.6,27,22,Level site which offers good potential for redevelopment subject to planning approval,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9502736PN&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9503278FUL&activeTab=summary|https://planning.bradford.gov.uk/,not permissioned,,SE/033,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419282.6,430706.05,419390.77,430840.9,27700",2017-11-01
"Cordingley Street, Holmewood",,,2018-11-01,,0.87,39,32,"Level vacant Land, partly used for storage and disused 3 storey building.",local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KW6NZADHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OCBIGUDH0IL00&activeTab=summary|https://planning.bradford.,not permissioned,,SE/037,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419228.5,430305.9,419338.55,430399.65,27700",2017-11-01
"Tennis Avenue, Holmewood",yes,,2018-11-01,,0.23,0,0,,local-authority-eng:BRD,not owned by a public authority,2018-02-01,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7607975OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0302016OUT&activeTab=summary|https://planning.bradford.gov.uk,permissioned,outline planning permission,SE/089,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419062.75,430343.9998,419104.6,430415.3998,27700",2017-11-01
"Grayswood Drive, Holmewood",,,2018-11-01,,0.41,19,15,Former developed site surrounded by residential development. The site is identified within the Holmewood & Tong Neighbourhood Development Plan.,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9402866REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0301944PN&activeTab=summary|https://planning.bradford.gov.uk/,not permissioned,,SE/102,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418798.87,431361.55,418922.5654,431438.6575,27700",2017-11-01
"Somerton Drive, Holmewood",,,2018-11-01,,0.27,11,8,Unused land formerly site of flats,local-authority-eng:BRD,owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9601182REG&activeTab=summary,not permissioned,,SE/114,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419023.18,430644.82,419089.54,430708.06,27700",2017-11-01
"Kaycell Street, Bierley",,,2018-11-01,,0.47,21,18,Unused land off unmade residential road. The site is currently allocated for employment use in the RUDP but is considered suitable for residential,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IXAMOUDHM9000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9900731FUL&activeTab=summary|https://planning.bradford.gov,not permissioned,,SE/118,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417824.5666,430533.9744,417915.6797,430638.8494,27700",2018-11-01
"Coop Place, West Bowling",,,2018-11-01,,0.31,12,9,Site which had outline planning permission which has since expired. The owners intentions are not currently known.,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J58CASDH6A000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7607135OUT&activeTab=summary|https://planning.bradford.gov,not permissioned,,SE/140,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417298.6138,430214.2,417382.4253,430285.58,27700",2017-11-01
"Flockton Road, East Bowling",yes,,2018-11-01,,0.63,0,0,"Site with detailed planning permission for 30, 2 and 3 bedroomed homes",local-authority-eng:BRD,owned by a public authority,2018-03-23,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9005334REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7901769FUL&activeTab=summary|https://planning.bradford.gov.uk,permissioned,full planning permission,SE/142,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417322.5,431439.968,417427.6,431551.55,27700",2017-11-01
"Flockton Road, East Bowling",yes,,2018-11-01,,0.48,0,0,"Site with detailed planning permission for 1, 2 and 3 bedroomed homes",local-authority-eng:BRD,owned by a public authority,2018-01-15,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9005334REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=L957B2DH0B300&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,SE/143,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417418.8,431303.4,417509.0477,431408.2976,27700",2017-11-01
"New Augustus House and Trust House, Filey Street, City Centre",yes,,2018-11-01,,0.86,0,0,prior notifaction plans submitted for conversion to 100 units- acceptabel under permitted development rights,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9403856FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OLD48MDH02F00&activeTab=summary|https://planning.bradford.gov,permissioned,other,SE/175,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416866.485,432736.36,416964.8478,432874.11,27700",2017-11-01
64 Tong Street,yes,,2018-11-01,,0.06,0,0,,local-authority-eng:BRD,,2017-11-17,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9702337ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OSCV28DH0A600&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,SE/180,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418351.4,430630.6,418398.95,430675.4,27700",2018-11-01
"Mead View, Holmewood",yes,,2018-11-01,,0.42,19,16,Site identified for clearance and redevelopment to family homes.,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OXM2X5DH01H00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ITPBUFDH6A000&activeTab=summary|https://planning.bradford.,not permissioned,,SE/181,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418983.75,431207.2795,419059.2003,431270.1997,27700",2018-11-01
East of Victoria Street,,,2018-11-01,,0.36,36,18,Derelict building. The owners current intentions are not known,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7806851FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8900713COU&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,SH/014,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414582.6,437715.45,414640.85,437802.23,27700",2018-11-01
"Lower Holme Mill, Otley Road, Shipley",,,2018-11-01,,0.22,11,9,Remaining land from retail development adjacent to existing residential development. The site is suitable for residential development but the owners current intentions are not known. The site can be developed for at least 9 units,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JESFICDH8O000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K4WUGADHC1000&activeTab=summary|https://planning.bradford.,not permissioned,,SH/017,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415319.25,438091.7468,415379.6907,438158.95,27700",2017-11-01
"Queens Road/Ferncliffe Road, Saltaire",yes,,2018-11-01,,0.93,42,34,Cleared site with expired permission. The site is available,local-authority-eng:BRD,mixed ownership,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8205646FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9202680REG&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,SH/042,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413642.3468,437555.9683,413793.8581,437648.9325,27700",2017-11-01
"Wrose Brow Road, Shipley",yes,,2018-11-01,,0.22,0,0,Site with demolition permission and new build,local-authority-eng:BRD,not owned by a public authority,2016-08-15,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I7OSSXDH12000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I28FRYDH12000&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,SH/045,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415637.04,437599.0,415741.75,437663.05,27700",2018-11-01
"Leeds Road/Thackley Old Road, Windhill",yes,,2018-11-01,,0.01,0,0,Building with converison permission to 5 apartments,local-authority-eng:BRD,not owned by a public authority,2015-02-22,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7500220FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7901716COU&activeTab=summary|https://planning.bradford.gov.uk,permissioned,full planning permission,SH/051,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415497.95,437657.25,415515.84,437674.46,27700",2017-11-01
"Keighley Road, Silsden",yes,,2018-11-01,,4.51,0,0,Site with permission approved subject to section 106,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JEUMZMDHO2000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7507263OUT&activeTab=summary|https://planning.bradford.gov,pending decision,,SI/020,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=403759.6,445694.2559,404080.2,446001.4,27700",2017-11-01
"Former nurses accomodation, north of Airedale hospital",yes,,2018-11-01,,1.4,50,38,Site submitted for consideration by owner as land which is surplus to requirements. The land would be suitable for residential development subject to permissions,local-authority-eng:BRD,owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IAGRH0DHJ2000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IBWOCYDHL6000&activeTab=summary|https://planning.bradford.,not permissioned,,ST/020,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=402310.82,444667.21,402539.7892,444827.4,27700",2017-11-01
"Thornton Road/Mumby Street, Girlington",yes,,2018-11-01,,4.37,131,98,Permission for 125 units has expired,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8603709DUMMY&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0203297COU&activeTab=summary|https://planning.bradford.gov.,not permissioned,,SW/035A,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413318.85,433101.8471,413530.1628,433467.2,27700",2017-11-01
"Thornton Road, Girlington",,,2018-11-01,,2.45,92,75,Remaining part of SW/035. The site is suitable for residential use subject to an acceptable application coming forward,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8702988ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JBYZJEDH8O000&activeTab=summary|https://planning.bradford.gov,not permissioned,,SW/035B,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413414.4846,433187.1807,413605.375,433500.2498,27700",2017-11-01
"Cottam Avenue, Great Horton",yes,,2018-11-01,,1.33,0,0,Site with permission for 57 units,local-authority-eng:BRD,not owned by a public authority,2017-01-27,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I5XCBLDH86000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J971VHDHV6000&activeTab=summary|https://planning.bradford.,permissioned,reserved matters approval,SW/036,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414782.65,432639.25,414944.95,432844.05,27700",2017-11-01
